1381,"Christian Kapper","",""
1382,"Christian Keyes","",""
1383,"Christian Monzon","",""
1384,"Christian Sesma","",""
1385,"Christian Stolte","1962-10-16",""
1386,"Christian Volckman","",""
1387,"Christiana Leucas","",""
1388,"Christie Burke","",""
1389,"Christina Chambers","1969-10-24",""
1390,"Christina Cox","1971-07-31",""
1391,"Christina Hart","1949-07-21",""
1392,"Christina Milian","1981-09-26",""
1393,"Christina Moore","",""
1394,"Christina Vidal","1981-11-18",""
1395,"Christine Cavanaugh","1963-08-16","2014-12-22"
1396,"Christine Jeffs","1963-01-29",""
1397,"Christine Lakin","1979-01-25",""
1398,"Christine Taylor","1971-07-30",""
1399,"Christo Jivkov","1975-02-18",""
1400,"Christoph Waltz","1956-10-04",""
1401,"Christophe Ali","",""
1402,"Christophe Barratier","1963-06-17",""
1403,"Christophe Cherki","",""
1404,"Christophe Gans","1960-03-11",""
1405,"Christopher Abbott","",""
1406,"Christopher Atkins","1961-02-21",""
1407,"Christopher B. Duncan","",""
1408,"Christopher Barnard","",""
1409,"Christopher Berry","",""
1410,"Christopher Cain","1943-10-29",""
1411,"Christopher Cousins","1960-09-27",""
1412,"Christopher Denham","",""
1413,"Christopher Erskin","",""
1414,"Christopher Evan Welch","1965-09-28","2013-12-02"
1415,"Christopher Guest","1948-02-05",""
1416,"Christopher Heyerdahl","1963-09-18",""
1417,"Christopher Hutson","",""
1418,"Christopher James Baker","",""
1419,"Christopher Judge","1964-10-13",""
1420,"Christopher Lambert","1957-03-29",""
1421,"Christopher Landon","1975-02-27",""
1422,"Christopher Lee","1922-05-27","2015-06-07"
1423,"Christopher Leitch","",""
1424,"Christopher M. Bessette","",""
1425,"Christopher Masterson","1980-01-22",""
1426,"Christopher McQuarrie","",""
1427,"Christopher Meloni","1961-04-02",""
1428,"Christopher Morris","1965-09-05",""
1429,"Christopher Nicholas Smith","",""
1430,"Christopher Nolan","1970-07-30",""
1431,"Christopher Rich","1953-09-16",""
1432,"Christopher Robin Miller","1969-05-29",""
1433,"Christopher Schmidt","",""
1434,"Christopher Scott Cherot","",""
1435,"Christopher Simpson","1974-07-09",""
1436,"Christopher Smith","1962-07-17",""
1437,"Christopher Sommers","",""
1438,"Christopher Spencer","",""
1439,"Christopher Toler","1972-11-11",""
1440,"Christopher Webster","",""
1441,"Chrystale Wilson","",""
1442,"Chrystee Pharris","1976-03-07",""
1443,"Chuan Lu","1971-02-08",""
1444,"Chuck Bowman","1937-06-02",""
1445,"Chuck Mitchell","1927-11-28","1992-06-22"
1446,"Chuck Russell","1958-05-09",""
1447,"Chuck Sheetz","1960-12-31",""
1448,"Chuck Zito","1953-03-01",""
1449,"Chulpan Khamatova","1975-10-01",""
1450,"CiarÃ¡n Foy","",""
1451,"Cicely Tyson","1924-12-18",""
1452,"Cinda McCain","",""
1453,"Cindy Robinson","1968-04-06",""
1454,"Cindy Williams","1947-08-22",""
1455,"CindyMarie Small","",""
1456,"Circus-Szalewski","",""
1457,"CJ Adams","",""
1458,"Cjon Saulsberry","",""
1459,"Claire Adams","",""
1460,"Claire Bloom","1931-02-15",""
1461,"Claire Foy","1984-04-16",""
1462,"Claire Geare","",""
1463,"Claire Gordon-Harper","",""
1464,"Clare Higgins","1955-11-10",""
1465,"Clare Kilner","",""
1466,"Clare Kramer","1974-09-03",""
1467,"Clarence Williams III","1939-08-21",""
1468,"Clark Baker","",""
1469,"Clark Gregg","1962-04-02",""
1470,"Clark Johnson","1954-09-10",""
1471,"Clarke Peters","1952-04-07",""
1472,"Claude Akins","1926-05-25","1994-01-27"
1473,"Claude Chabrol","1930-06-24","2010-09-12"
1474,"Claude Miller","1942-02-20","2012-04-04"
1475,"Claude Rains","1889-11-10","1967-05-30"
1476,"Claude-Oliver Rudolph","1956-11-30",""
1477,"Claudette Colbert","1903-09-13","1996-07-30"
1478,"Claudette LalÃ­","1975-08-01",""
1479,"Claudia Cardinale","1938-04-15",""
1480,"Claudia Christian","1965-08-10",""
1481,"Claudia Ferri","",""
1482,"Claudia LapacÃ³","1940-06-25",""
1483,"Claudia Llosa","1976-11-15",""
1484,"Claudia Sainte-Luce","",""
1485,"Claudia Stedelin","",""
1486,"Claudiu Trandafir","1963-09-15",""
1487,"Clay Kaytis","",""
1488,"Clayne Crawford","1978-04-20",""
1489,"Clayton Rohner","1957-08-05",""
1490,"Clayton Snyder","1987-09-09",""
1491,"ClÃ© Bennett","1950-03-18",""
1492,"Clea DuVall","1977-09-25",""
1493,"Cleavon Little","1939-06-01","1992-10-22"
1494,"Clemens Schick","1972-02-15",""
1495,"Cliff Edwards","1895-06-14","1971-07-17"
1496,"Cliff Robertson","1923-09-09","2011-09-10"
1497,"Clifton Collins Jr.","1970-06-16",""
1498,"Clifton James","1955-01-13",""
1499,"Clifton Powell","1956-03-16",""
1500,"Clint Eastwood","1930-05-31",""
1501,"Clint Howard","1959-04-20",""
1502,"Clint Jordan","",""
1503,"Clint Jung","",""
1504,"Clint Mansell","1963-01-07",""
1505,"Clive Barker","1952-10-05",""
1506,"Clive Revill","1930-04-18",""
1507,"Clive Russell","1945-12-07",""
1508,"Clive Standen","1981-07-22",""
1509,"Clive Swift","1936-02-09",""
1510,"Clotilde Mollet","",""
1511,"Clovis Fouin","",""
1512,"Clu Gulager","1928-11-16",""
1513,"Clyde Kusatsu","1948-09-13",""
1514,"Cody Cameron","1970-10-12",""
1515,"Cody Howard","",""
1516,"Cody Linley","1989-11-20",""
1517,"Cole Hauser","1975-03-22",""
1518,"Colette Divine","",""
1519,"Colin Andrews","1960-09-10",""
1520,"Colin Farrell","1976-05-31",""
1521,"Colin Ferguson","1972-07-22",""
1522,"Colin Firth","1960-09-10",""
1523,"Colin Higgins","1941-07-28","1988-08-05"
1524,"Colin Minihan","",""
1525,"Colin O'Donoghue","1981-01-26",""
1526,"Colin Salmon","1962-12-06",""
1527,"Colin Stinton","1947-03-10",""
1528,"Colin Strause","1976-11-08",""
1529,"Colin Trevorrow","1976-09-13",""
1530,"Colleen Dewhurst","1924-06-03","1991-08-22"
1531,"Colleen Haskell","1976-12-06",""
1532,"Colleen O'Shaughnessey","1971-09-15",""
1533,"Collette Wolfe","1980-04-04",""
1534,"Collin Alfredo St. Dic","",""
1535,"Collin Chou","1967-08-11",""
1536,"Collin Joseph Neal","1985-07-05",""
1537,"Collin Kahey","1981-04-11",""
1538,"Collin Schiffli","",""
1539,"Collins Pennie","1985-06-20",""
1540,"Colm Feore","1958-08-22",""
1541,"Common","1972-03-13",""
1542,"Conchata Ferrell","1943-03-28",""
1543,"Conleth Hill","1964-11-24",""
1544,"Connie Nielsen","1965-07-03",""
1545,"Connie Ray","1956-07-10",""
1546,"Connor Corum","",""
1547,"Connor Paolo","1990-07-11",""
1548,"Conor McMahon","",""
1549,"Conor McPherson","1971-08-06",""
1550,"Conrad Coates","",""
1551,"Conrad Dunn","",""
1552,"Conrad Goode","1962-01-09",""
1553,"Conrad Kemp","",""
1554,"Conrad Veidt","1893-01-22","1943-04-03"
1555,"Conrad Vernon","1968-07-11",""
1556,"Constance Marie","1965-09-09",""
1557,"Constance Shulman","1958-04-04",""
1558,"Constance Wu","1982-03-22",""
1559,"Consuelo GÃ³mez","",""
1560,"Corbin Allred","1979-05-25",""
1561,"Corbin Bernsen","1954-09-07",""
1562,"Corbin Bleu","1989-02-21",""
1563,"Corey Grant","",""
1564,"Corey Johnson","1961-05-17",""
1565,"Corey Sevier","1984-07-03",""
1566,"Corey Yuen","",""
1567,"Corinna Harney","1972-02-20",""
1568,"Corlandos Scott","",""
1569,"Cornel Wilde","1912-10-13","1989-10-16"
1570,"Cory Edwards","",""
1571,"Cory Hardrict","1979-11-09",""
1572,"Costa-Gavras","1933-02-12",""
1573,"Costas Mandylor","1965-09-03",""
1574,"Countess Vaughn","1978-08-08",""
1575,"Courtney B. Vance","1960-03-12",""
1576,"Courtney Bell","1978-06-04",""
1577,"Courtney Gains","1965-08-22",""
1578,"Courtney Hunt","",""
1579,"Courtney Love","1964-07-09",""
1580,"Courtney Solomon","1971-09-01",""
1581,"Coyote Shivers","1965-09-24",""
1582,"Craig Bierko","1964-08-18",""
1583,"Craig Bolotin","1954-05-23",""
1584,"Craig Brewer","1971-12-06",""
1585,"Craig Conway","",""
1586,"Craig Dougherty","",""
1587,"Craig Fairbrass","",""
1588,"Craig Ferguson","1962-05-17",""
1589,"Craig Gillespie","1967-09-01",""
1590,"Craig Hall","",""
1591,"Craig Johnson","1973-12-17",""
1592,"Craig Mazin","1971-04-08",""
1593,"Craig Moss","",""
1594,"Craig Parker","1970-11-12",""
1595,"Craig R. Baxley","1949-10-20",""
1596,"Craig Roberts","1991-01-21",""
1597,"Craig Sheffer","1960-04-23",""
1598,"Craig Stark","",""
1599,"Craig T. Nelson","1944-04-04",""
1600,"Craig Zobel","",""
1601,"Cree Kelly","",""
1602,"Cree Summer","1969-07-07",""
1603,"CristiÃ¡n de la Fuente","1974-03-10",""
1604,"Cristian Mungiu","1968-04-27",""
1605,"Crystal Lowe","1981-01-20",""
1606,"Crystal R. Fox","",""
1607,"Cullen Douglas","1967-11-06",""
1608,"Currie Graham","1967-02-26",""
1609,"Curt Doussett","",""
1610,"Curtis Armstrong","1953-11-27",""
1611,"Curtis Hanson","1945-03-24","2016-09-20"
1612,"Curtiss Cook","",""
1613,"Cybill Shepherd","1950-02-18",""
1614,"Cyd Charisse","1921-03-08","2008-06-17"
1615,"Cyndi Lauper","1953-06-22",""
1616,"Cynthia Barrett","",""
1617,"Cynthia Geary","1965-03-21",""
1618,"Cynthia Myers","",""
1619,"Cynthia Nixon","1966-04-09",""
1620,"Cynthia Rhodes","1956-11-21",""
1621,"Cynthia Stevenson","1962-08-02",""
1622,"Cynthia Watros","1968-09-02",""
1623,"Cyril Raffaelli","1974-04-01",""
1624,"Cyrus Nowrasteh","1956-09-19",""
1625,"D. David Morin","1955-04-20",""
1626,"D. Stevens","1982-10-10",""
1627,"D.B. Sweeney","1961-11-14",""
1628,"D.B. Woodside","1969-07-25",""
1629,"D.J. Caruso","1965-01-17",""
1630,"D.W. Griffith","1875-01-22","1948-07-23"
1631,"Dabney Coleman","1932-01-03",""
1632,"Dagmara Dominczyk","1976-07-17",""
1633,"Dagur KÃ¡ri","1973-12-12",""
1634,"Dahong Ni","",""
1635,"Daisy Betts","",""
1636,"Daisy Ridley","1992-04-10",""
1637,"Daisy von Scherler Mayer","1966-09-14",""
1638,"Dal-su Oh","1968-06-15",""
1639,"Dalia HernÃ¡ndez","1985-08-14",""
1640,"Dalip Singh","1972-08-27",""
1641,"Dallas Barnett","1964-02-29",""
1642,"Dallas Roberts","1970-05-10",""
1643,"Dameon Clarke","1972-01-16",""
1644,"DamiÃ¡n AlcÃ¡zar","1953-01-08",""
1645,"DamiÃ¡n Delgado","",""
1646,"Damian Jewan Lee","",""
1647,"Damian Lewis","1971-02-11",""
1648,"Damian Nieman","",""
1649,"Damian Walshe-Howling","1971-01-22",""
1650,"Damien Chazelle","1985-01-19",""
1651,"Damien Dante Wayans","1980-04-15",""
1652,"Damien Garvey","",""
1653,"Damien O'Donnell","",""
1654,"Damir Catic","",""
1655,"Damon Albarn","1968-03-23",""
1656,"Damon Owlia","",""
1657,"Damon Santostefano","",""
1658,"Damon Wayans","1960-09-04",""
1659,"Damon Wayans Jr.","1982-11-18",""
1660,"Dan Bakkedahl","1969-11-18",""
1661,"Dan Bilzerian","",""
1662,"Dan Byrd","1985-11-20",""
1663,"Dan Curtis","1927-08-12","2006-03-27"
1664,"Dan Cutforth","1967-04-24",""
1665,"Dan Fogelman","",""
1666,"Dan Fogler","1976-10-20",""
1667,"Dan Futterman","1967-06-08",""
1668,"Dan Gilroy","1959-06-24",""
1669,"Dan Harris","1971-07-26",""
1670,"Dan Hedaya","1940-07-24",""
1671,"Dan Hicks","",""
1672,"Dan Ireland","1958-05-11","2016-04-14"
1673,"Dan Mazer","",""
1674,"Dan Novy","",""
1675,"Dan O'Bannon","1946-09-30","2009-12-17"
1676,"Dan O'Herlihy","1919-05-01","2005-02-17"
1677,"Dan Perri","",""
1678,"Dan Reed","",""
1679,"Dan Rush","",""
1680,"Dan Scanlon","",""
1681,"Dan Trachtenberg","",""
1682,"Dan Zukovic","",""
1683,"Dana Andrews","1909-01-01","1992-12-17"
1684,"Dana Blackstone","",""
1685,"Dana Delany","1956-03-13",""
1686,"Dana Hanna","",""
1687,"Dana Ivey","1941-08-12",""
1688,"Dana Kimmell","1959-10-26",""
1689,"Dane Cook","1972-03-18",""
1690,"Dania Ramirez","",""
1691,"Daniel Algrant","1959-09-25",""
1692,"Daniel Auteuil","1950-01-24",""
1693,"Daniel Baldwin","1960-10-05",""
1694,"Daniel Barber","",""
1695,"Daniel Barnz","",""
1696,"Daniel Bernhardt","1965-08-31",""
1697,"Daniel Columbie","",""
1698,"Daniel Cudmore","1981-01-20",""
1699,"Daniel Davila","",""
1700,"Daniel Espinosa","1977-03-23",""
1701,"Daniel Franzese","1978-05-09",""
1702,"Daniel GimÃ©nez Cacho","1961-05-15",""
1703,"Daniel Henney","1979-11-28",""
1704,"Daniel Hsia","",""
1705,"Daniel Kaluuya","",""
1706,"Daniel Kash","1959-04-25",""
1707,"Daniel Lapaine","",""
1708,"Daniel Lee","",""
1709,"Daniel London","",""
1710,"Daniel Mays","1963-01-16",""
1711,"Daniel Mellitz","1972-01-23",""
1712,"Daniel Myrick","1963-09-03",""
1713,"Daniel Petrie Jr.","1920-11-26","2004-08-22"
1714,"Daniel Radcliffe","1989-07-23",""
1715,"Daniel Rindress-Kay","1988-07-19",""
1716,"Daniel Roebuck","1963-03-04",""
1717,"Daniel Sackheim","",""
1718,"Daniel Schechter","",""
1719,"Daniel Sharman","1986-04-25",""
1720,"Daniel Stamm","1976-04-20",""
1721,"Daniel Stern","1957-08-28",""
1722,"Daniel Stewart Sherman","1970-08-16",""
1723,"Daniel Taplitz","",""
1724,"Daniel Tay","1992-02-11",""
1725,"Daniel Travis","1968-03-10",""
1726,"Daniel von Bargen","1950-06-05","2015-03-01"
1727,"Daniel Wu","1974-09-30",""
1728,"Daniel Zettel","",""
1729,"Daniela Bianchi","1942-01-31",""
1730,"Daniele Luchetti","1960-07-26",""
1731,"Daniella Alonso","1978-09-22",""
1732,"Daniella Pineda","1987-02-20",""
1733,"Danielle Darrieux","1917-05-01",""
1734,"Danielle Kotch","",""
1735,"Danielle Savre","1988-08-26",""
1736,"Danielle von Zerneck","1965-12-21",""
1737,"Dann Florek","1950-05-01",""
1738,"Danneel Ackles","1979-03-18",""
1739,"Danny Aiello","1957-01-27","2010-05-01"
1740,"Danny Arroyo","1979-01-29",""
1741,"Danny Boyle","1956-10-20",""
1742,"Danny Cannon","",""
1743,"Danny DeVito","1944-11-17",""
1744,"Danny Dyer","1977-07-24",""
1745,"Danny Huston","1962-05-14",""
1746,"Danny Leiner","",""
1747,"Danny Masterson","1976-03-13",""
1748,"Danny Nucci","1968-09-15",""
1749,"Danny Pang","",""
1750,"Danny Perez","",""
1751,"Danny Pino","1974-04-15",""
1752,"Danny Provenzano","",""
1753,"Danny Rhodes","",""
1754,"Danny Sapani","1970-11-15",""
1755,"Danny Steinmann","1942-01-07","2012-12-18"
1756,"Danny Strong","1974-06-06",""
1757,"Danny Webb","",""
1758,"Danny Woodburn","1964-07-26",""
1759,"Dante Brown","",""
1760,"Dany Boon","1966-06-26",""
1761,"Dany Verissimo-Petit","1982-06-27",""
1762,"Daoming Chen","1955-04-26",""
1763,"Daphne Zuniga","1962-10-28",""
1764,"Darci Kistler","",""
1765,"Darcy Donavan","1985-11-20",""
1766,"Daren Kagasoff","1987-09-16",""
1767,"Darin Scott","",""
1768,"Dario Argento","1940-09-07",""
1769,"Dario Nozic Serini","",""
1770,"Darlene Love","1938-07-26",""
1771,"Darnell Martin","1964-01-07",""
1772,"Darrell Roodt","1962-04-28",""
1773,"Darren Aronofsky","1969-02-12",""
1774,"Darren Boyd","1971-01-30",""
1775,"Darren E. Burrows","1966-09-12",""
1776,"Darren Grant","",""
1777,"Darren Healy","",""
1778,"Darren Keefe Reiher","1975-07-04",""
1779,"Darren Kendrick","",""
1780,"Darren Lynn Bousman","1979-01-11",""
1781,"Darren McGavin","1922-05-07","2006-02-25"
1782,"Darren Shahlavi","1972-08-05","2015-01-14"
1783,"Darren Stein","1971-12-24",""
1784,"Darryl Cox","1955-04-08",""
1785,"Darryl Hunt","",""
1786,"Darryl Stephens","1974-03-07",""
1787,"Darshan Jariwala","1958-09-29",""
1788,"Darwin Shaw","",""
1789,"Daryl Hannah","1960-12-03",""
1790,"Daryl Sabara","1992-06-14",""
1791,"Daryl Wein","1983-12-23",""
1792,"Daryn Tufts","1973-04-01",""
1793,"Dash Mihok","1974-05-24",""
1794,"Daston Kalili","",""
1795,"Dato Bakhtadze","1966-05-20",""
1796,"Dave Allen","1944-10-22","1999-08-16"
1797,"Dave Annable","1979-09-15",""
1798,"Dave Borthwick","1947-07-26","2012-10-27"
1799,"Dave Carroll","",""
1800,"Dave Chappelle","1973-08-24",""
1801,"Dave Fennoy","1952-01-20",""
1802,"Dave Foley","1963-01-04",""
1803,"Dave Green","",""
1804,"Dave Legeno","1963-10-12","2014-07-06"
1805,"Dave McKean","1963-12-29",""
1806,"Dave Meyers","",""
1807,"Dave Payne","",""
1808,"Dave Rodriguez","1970-08-18",""
1809,"Dave Sheridan","",""
1810,"David A Cole","",""
1811,"David A.R. White","1970-05-12",""
1812,"David Adam Flannery","",""
1813,"David Agranov","",""
1814,"David Alan Basche","1968-08-25",""
1815,"David Alan Grier","1955-06-30",""
1816,"David Alpay","",""
1817,"David Anspaugh","1946-09-24",""
1818,"David Arquette","1971-09-08",""
1819,"David Atkins","",""
1820,"David Ayer","1968-01-18",""
1821,"David Backus","",""
1822,"David Bailie","",""
1823,"David Barnes","",""
1824,"David Belle","1973-04-29",""
1825,"David Bianchi","",""
1826,"David Bowers","",""
1827,"David Boyd","",""
1828,"David Caffrey","",""
1829,"David Calder","1946-08-01",""
1830,"David Carradine","1936-12-08","2009-06-03"
1831,"David Carson","",""
1832,"David Chandler","1925-05-24","2012-03-13"
1833,"David Clennon","1943-05-10",""
1834,"David Conrad","1967-08-17",""
1835,"David Costabile","",""
1836,"David Cronenberg","1943-03-15",""
1837,"David Cross","1964-04-04",""
1838,"David Dastmalchian","1977-07-21",""
1839,"David DeCoteau","1962-01-05",""
1840,"David Della Rocco","1952-05-04",""
1841,"David DeLuise","1971-11-11",""
1842,"David Dencik","1974-10-31",""
1843,"David Denman","1973-07-25",""
1844,"David Dobkin","1969-06-23",""
1845,"David Douglas","",""
1846,"David Duchovny","1960-08-07",""
1847,"David E. Talbert","",""
1848,"David Eigenberg","1964-05-17",""
1849,"David F. Sandberg","",""
1850,"David Fincher","1962-08-28",""
1851,"David Fine","",""
1852,"David Frankel","1959-04-02",""
1853,"David Frederick White","1960-05-25",""
1854,"David G. Evans","",""
1855,"David Gallagher","1985-02-09",""
1856,"David Gant","",""
1857,"David Gelb","1983-10-16",""
1858,"David Gordon Green","1975-04-09",""
1859,"David Gulpilil","1953-07-01",""
1860,"David Hackl","",""
1861,"David Harbour","1975-04-10",""
1862,"David Hayter","1969-02-06",""
1863,"David Hemmings","1941-11-18","2003-12-03"
1864,"David Herman","1967-02-20",""
1865,"David Hewlett","1968-04-18",""
1866,"David Heyman","1961-07-26",""
1867,"David Hoffman","",""
1868,"David Huddleston","1930-09-17","2016-08-02"
1869,"David Hunt","1953-02-16",""
1870,"David Hyde Pierce","1959-04-03",""
1871,"David Jacobson","",""
1872,"David Jason","1940-02-02",""
1873,"David Jason Perez","",""
1874,"David Julian Hirsh","1973-10-26",""
1875,"David Keith","1946-01-20",""
1876,"David Kellogg","",""
1877,"David Kelly","",""
1878,"David Kennedy","",""
1879,"David Koepp","1963-06-09",""
1880,"David Kross","1964-04-04",""
1881,"David LaChapelle","1963-03-11",""
1882,"David Lam","",""
1883,"David Lean","1908-03-25","1991-04-16"
1884,"David Lee Smith","1963-09-08",""
1885,"David Leland","1947-04-20",""
1886,"David Lewis","1916-10-19","2000-12-11"
1887,"David Lowery","",""
1888,"David Lynch","1946-01-20",""
1889,"David Lyons","1976-04-16",""
1890,"David M. Matthews","",""
1891,"David Mamet","1947-11-30",""
1892,"David Mann","",""
1893,"David Margulies","1937-02-19","2016-01-11"
1894,"David Masterson","1969-02-16",""
1895,"David McNally","",""
1896,"David Mersault","1958-08-19",""
1897,"David Mirkin","1955-09-18",""
1898,"David Moreau","",""
1899,"David Moscow","1974-11-14",""
1900,"David Murray","",""
1901,"David Niven","1910-03-01","1983-07-29"
1902,"David Nixon","1919-12-29","1978-12-01"
1903,"David Nutter","",""
1904,"David O. Russell","1958-08-20",""
1905,"David O'Hara","1965-07-09",""
1906,"David Oakes","1983-10-14",""
1907,"David Oelhoffen","",""
1908,"David Ogden Stiers","1942-10-31",""
1909,"David Opatoshu","1918-01-30","1996-04-30"
1910,"David Oyelowo","1976-04-01",""
1911,"David Palmer","",""
1912,"David Pastor","1978-07-25",""
1913,"David Patrick Kelly","1951-01-23",""
1914,"David Paymer","1954-08-30",""
1915,"David Proval","1942-05-20",""
1916,"David R. Ellis","1952-09-08","2013-01-07"
1917,"David Raizor","",""
1918,"David Ramsey","1971-11-17",""
1919,"David Rasche","1944-08-07",""
1920,"David Ray","1968-02-24",""
1921,"David Raynr","1961-03-17",""
1922,"David Richmond-Peck","",""
1923,"David Robert Mitchell","",""
1924,"David S. Goyer","1965-12-22",""
1925,"David S. Ward","1920-12-19","1987-02-22"
1926,"David Schaal","1963-05-27",""
1927,"David Schneider","",""
1928,"David Schwimmer","1966-11-02",""
1929,"David Silverman","1957-03-15",""
1930,"David Sington","",""
1931,"David Slade","1964-07-22",""
1932,"David Soren","",""
1933,"David Sparrow","1962-03-04",""
1934,"David Suchet","1946-05-02",""
1935,"David Sullivan","1968-02-04",""
1936,"David Thewlis","1963-03-20",""
1937,"David Thornton","1953-06-12",""
1938,"David Threlfall","1953-10-12",""
1939,"David Twohy","1955-10-18",""
1940,"David Wain","1969-08-01",""
1941,"David Walliams","1971-08-20",""
1942,"David Walton","1978-10-27",""
1943,"David Warbeck","1941-11-17","1997-07-23"
1944,"David Wayne","1964-07-22",""
1945,"David Webb Peoples","",""
1946,"David White","",""
1947,"David Winning","1961-05-08",""
1948,"David Winters","1939-04-05",""
1949,"David Worth","",""
1950,"David Yates","1963-10-08",""
1951,"David Zayas","1962-08-15",""
1952,"David Zucker","",""
1953,"Davis Guggenheim","1963-11-03",""
1954,"Dawn French","1957-10-11",""
1955,"Dax Flame","",""
1956,"Dayna Devon","1970-03-20",""
1957,"Dayo Okeniyi","",""
1958,"Dean Andrews","1963-08-06",""
1959,"Dean Dawson","",""
1960,"Dean DeBlois","1970-06-07",""
1961,"Dean Israelite","1984-09-20",""
1962,"Dean Jones","",""
1963,"Dean Parisot","",""
1964,"Dean Stockwell","1936-03-05",""
1965,"Dean Wright","",""
1966,"Deb Hagan","",""
1967,"Debbie Harry","1945-07-01",""
1968,"Debbie Reynolds","1932-04-01","2016-12-28"
1969,"Debi Derryberry","1960-09-27",""
1970,"Debi Mazar","1964-08-13",""
1971,"Deborah Anderson","",""
1972,"Deborah Foreman","1962-10-12",""
1973,"Deborah Kara Unger","1966-05-12",""
1974,"Deborah Kerr","1921-09-30","2007-10-16"
1975,"Deborah Mailman","1972-07-14",""
1976,"DÃ©borah RÃ©vy","",""
1977,"Deborah Twiss","1971-12-22",""
1978,"Deborra-Lee Furness","1955-12-08",""
1979,"Debra Granik","1963-02-06",""
1980,"Debra Lynn Hull","",""
1981,"Debra Messing","1968-08-15",""
1982,"Debra Monk","1949-02-27",""
1983,"Debra Paget","1933-08-19",""
1984,"Debra Winger","1955-05-16",""
1985,"Debrah Farentino","1959-09-30",""
1986,"Debrianna Mansini","",""
1987,"Dee Bradley Baker","1962-08-31",""
1988,"Dee Wallace","1948-12-14",""
1989,"Deems Taylor","1885-12-22","1966-07-03"
1990,"Deepa Mehta","1950-01-01",""
1991,"DeForest Kelley","1920-01-20","1999-06-11"
1992,"Deirdre Lorenz","",""
1993,"Del Zamora","",""
1994,"Dell Yount","",""
1995,"Della Reese","1931-07-06",""
1996,"Delphine ChanÃ©ac","1978-11-14",""
1997,"Delroy Lindo","1952-11-18",""
1998,"Demetri Martin","1973-05-25",""
1999,"Demetrius Grosse","1981-02-26",""
2000,"Demi Moore","1962-11-11",""
2001,"DemiÃ¡n Bichir","1963-08-01",""
2002,"Demian Lichtenstein","",""
2003,"Dena Seidel","",""
2004,"Denden","1950-01-23",""
2005,"Dendrie Taylor","",""
2006,"Deneen Tyler","",""
2007,"Denholm Elliott","1922-05-31","1992-10-06"
2008,"Denis Lavant","1961-06-17",""
2009,"Denis Leary","1957-08-18",""
2010,"Denis O'Hare","1962-01-17",""
2011,"Denis Villeneuve","1967-10-03",""
2012,"Denise Boutte","1982-01-19",""
2013,"Denise Crosby","1957-11-24",""
2014,"Dennie Gordon","1953-05-09",""
2015,"Dennis Burkley","1945-09-10","2013-07-14"
2016,"Dennis Dugan","1946-09-05",""
2017,"Dennis Franz","1944-10-28",""
2018,"Dennis Gansel","1973-10-04",""
2019,"Dennis Hopper","1936-05-17","2010-05-29"
2020,"Dennis Iliadis","",""
2021,"Dennis L.A. White","",""
2022,"Dennis Quaid","1954-04-09",""
2023,"Denny Kirkwood","1975-03-20",""
2024,"Denys Arcand","1941-06-25",""
2025,"Denzel Washington","1954-12-28",""
2026,"Deon Richmond","1978-04-02",""
2027,"Deon Taylor","",""
2028,"Dequina Moore","",""
2029,"DeRay Davis","",""
2030,"Derek Brandon","",""
2031,"Derek Cianfrance","1974-01-23",""
2032,"Derek Graf","",""
2033,"Derek Jacobi","1938-10-22",""
2034,"Derek Jeter","1926-05-27","2006-09-14"
2035,"Derek Luke","1974-04-24",""
2036,"Derek Magyar","",""
2037,"Derek Mears","1972-04-29",""
2038,"Derek Wayne Johnson","1983-02-23",""
2039,"Derick Martini","1972-12-02",""
2040,"Dermot Crowley","1947-03-19",""
2041,"Derrick Borte","1967-12-07",""
2042,"Deryck Broom","",""
2043,"Des McAnuff","1952-06-19",""
2044,"Desmond Askew","1972-12-17",""
2045,"Desmond Llewelyn","1914-09-12","1999-12-19"
2046,"DeVaughn Nixon","",""
2047,"Devid Striesow","1973-10-01",""
2048,"Devin Ratray","1977-01-11",""
2049,"Devon Murray","1988-10-28",""
2050,"DeWayne Warren","",""
2051,"Dewey Nicks","1961-04-22",""
2052,"Dexter Fletcher","1966-01-31",""
2053,"Diahann Carroll","1935-07-17",""
2054,"Dian Bachar","1970-10-26",""
2055,"Diana Maria Riva","1969-07-22",""
2056,"Diana Ross","1944-03-26",""
2057,"Diana Scarwid","1955-08-27",""
2058,"Diana Vickers","1991-07-30",""
2059,"Diane Baker","1938-02-25",""
2060,"Diane English","",""
2061,"Diane Keaton","1946-01-05",""
2062,"Diane Ladd","1935-11-29",""
2063,"Diane Sorrentino","",""
2064,"Diane Venora","1952-08-10",""
2065,"Dianne Wiest","1948-03-28",""
2066,"Dichen Lachman","1982-02-22",""
2067,"Dick Cavett","1936-11-19",""
2068,"Dick Cheney","1908-05-06","1971-01-02"
2069,"Dick Clark","1929-11-30","2012-04-18"
2070,"Dick Powell","1904-11-14","1963-01-02"
2071,"Dick Richards","1912-08-10","1967-03-17"
2072,"Dick Van Patten","1928-12-09","2015-06-23"
2073,"Dickie Jones","1927-02-25","2014-07-07"
2074,"Diedrich Bader","1966-12-24",""
2075,"Diego Ramos","1972-11-29",""
2076,"Diego Velazquez","",""
2077,"Diganth","",""
2078,"Dileep Raj","",""
2079,"Diljit Dosanjh","",""
2080,"Dillon Casey","1983-10-29",""
